id,Instance of,Title,Genre,Duration,Publication date,Netflix ID,Disney+ movie ID,Disney+ series ID,Hulu ID
Q1754773,movie,A Mighty Wind,"['Q157443', 'Q20442589']",91.0,2003-01-01,60027592,,,
Q1754881,movie,Samurai Fiction,Q319221,111.0,1998-01-01,60031344,,,
Q1755197,movie,"Hawaii, Oslo",Q130232,120.0,2004-09-24,70046342,,,
Q1755278,movie,Who's Your Caddy?,Q157443,93.0,2007-01-01,70074302,,,
Q1755324,movie,Hellbound: Hellraiser II,"['Q200092', 'Q157394']",99.0,1988-09-09,582793,,,
Q1755355,movie,Faithful,"['Q157443', 'Q130232']",91.0,1996-01-01,60037530,,,
Q1755547,movie,Leonard Part 6,Q2297927,85.0,1987-01-01,60035970,,,
Q1757431,movie,The Girl in the Red Velvet Swing,"['Q645928', 'Q130232', 'Q1054574', 'Q959790']",109.0,1955-10-01,70070402,,,
Q1757437,movie,Venom,Q200092,93.0,1981-01-01,60033691,,,
Q1757751,movie,Rocketship X-M,"['Q471839', 'Q319221', 'Q1341051']",77.0,1950-05-26,60000999,,,
Q1758491,movie,Bolt,Q130232,,1994-01-01,20703173,,,
Q1758693,movie,Savage Streets,"['Q188473', 'Q2484376', 'Q2254193']",93.0,1984-01-01,70104919,,,
Q1760597,movie,Forget Paris,Q860626,97.0,1995-01-01,518031,,,
Q1761989,movie,Living Out Loud,"['Q157443', 'Q130232']",100.0,1998-01-01,17984871,,,
Q1762954,tv_film,Can of Worms,"['Q471839', 'Q761469', 'Q1146335']",85.0,1999-04-10,,MZJrol6yNXFZ,,
Q1763497,movie,Ghost in the Machine,"['Q188473', 'Q200092', 'Q471839', 'Q31888058', 'Q174526']",95.0,1993-01-01,70044430,,,
Q1764095,tv_film,Teenage Caveman,Q471839,90.0,2002-01-01,60023258,,,
Q1764674,movie,The Littlest Rebel,"['Q130232', 'Q157443', 'Q369747']",73.0,1935-01-01,70046421,,,
Q1766234,other,Rage Against the Machine,"['Q856872', 'Q263734', 'Q11366', 'Q20378']",,1997-11-25,15863307,,,
Q1766420,movie,The Door in the Floor,Q130232,107.0,2004-01-01,60036226,,,
Q1766873,movie,The Ladies Man,Q157443,84.0,2000-01-01,60002848,,,
Q1767117,movie,The Octagon,"['Q188473', 'Q2484376', 'Q3745429']",103.0,1980-01-01,70005378,,,
Q1767234,movie,The Mark of the Wolfman,"['Q200092', 'Q2137852', 'Q5258881']",88.0,1968-07-29,70038419,,,
Q1767888,movie,Angel on the Right,Q859369,91.0,2002-05-24,70033350,,,
Q1768016,movie,Stone Cold,"['Q188473', 'Q2484376', 'Q1200678', 'Q959790']",95.0,1991-01-01,70072840,,,
Q1768713,tv_film,The Five Doctors,"['Q4686573', 'Q24925', 'Q21010853']",90.0,1983-11-23,60021148,,,
Q1770440,movie,Son of Lassie,Q130232,102.0,1945-01-01,70002282,,,
Q1772792,movie,Brief Interviews with Hideous Men,Q859369,80.0,2009-01-01,70060054,,,
Q1773088,movie,I'll Be Seeing You,"['Q130232', 'Q28026639']",85.0,1944-01-01,70012305,,,
Q1773852,movie,Praxis Dr. Hasenbein,Q157443,95.0,1997-01-01,80218310,,,
Q1775186,movie,Soloalbum,"['Q1054574', 'Q157443']",87.0,2003-01-01,81435604,,,
Q1776624,tv_film,Path to War,"['Q645928', 'Q130232']",165.0,2002-01-01,60027000,,,
Q1778856,movie,Albino Alligator,"['Q2421031', 'Q959790', 'Q130232']",97.0,1996-01-01,239439,,,
Q1779938,movie,Alice's Restaurant,"['Q130232', 'Q157443', 'Q645928']",111.0,1969-01-01,60003608,,,
Q1780390,movie,The Human Centipede 2,"['Q200092', 'Q909586']",92.0,2011-09-22,70212952,,,
Q1783269,movie,Moon over Parador,Q860626,99.0,1988-01-01,70001481,,,
Q1783897,movie,Veronika Decides to Die,Q130232,103.0,2009-01-01,70117591,,,
Q1784414,movie,The Descent Part 2,"['Q200092', 'Q1342372', 'Q319221']",94.0,2009-01-01,70113531,,,
Q1784551,movie,Rembrandt,"['Q645928', 'Q130232']",85.0,1936-01-01,70117814,,,
Q1786902,movie,Azumi 2: Death or Love,"['Q188473', 'Q1054574', 'Q130232', 'Q3745429']",108.0,2005-01-01,70122369,,,
Q1790526,movie,Swindle,"['Q1776156', 'Q188473', 'Q130232']",91.0,2002-01-01,60032278,,,
Q1795389,short_film,The Battle of Midway,"['Q93204', 'Q1935609']",18.0,1942-01-01,60027942,,,
Q1798105,movie,Maine Pyar Kiya,"['Q1146335', 'Q1054574']",192.0,1989-01-01,19207412,,,
Q1806702,movie,Last Dance,Q130232,99.0,1996-01-01,60026878,,,
Q1809498,movie,Missionary Man,Q188473,93.0,2007-01-01,70084828,,,
Q1811134,movie,My Man Godfrey,Q860626,94.0,1936-01-01,786802,,,
Q1812591,movie,Pal Joey,"['Q842256', 'Q130232']",111.0,1957-01-01,839517,,,
Q1814359,movie,The Secrets,Q20442589,120.0,2007-06-14,70111111,,,
Q1814925,movie,Were the World Mine,"['Q860626', 'Q842256', 'Q157394', 'Q20442589', 'Q130232']",96.0,2008-01-01,70110555,,,
Q1815725,movie,The Hunting Party,"['Q172980', 'Q130232']",110.0,1971-01-01,70031894,,,
Q1818004,movie,Spiral,"['Q200092', 'Q52207399']",97.0,1998-01-01,70038310,,,
Q1825092,tv_film,Baby on Board,Q7696995,95.0,2009-01-01,70117276,,,
Q1826435,movie,Big Sur,"['Q645928', 'Q52162262', 'Q130232']",,2013-01-23,70267237,,,
Q1827484,movie,Read My Lips,"['Q2484376', 'Q130232', 'Q959790']",115.0,2001-01-01,60024362,,,
Q1842845,movie,The Opposite Sex,"['Q842256', 'Q860626']",117.0,1956-01-01,70060462,,,
Q1848718,movie,Strange Circus,"['Q200092', 'Q20442589']",108.0,2005-01-01,70062527,,,
Q1856418,movie,Rififi,"['Q959790', 'Q496523', 'Q185867', 'Q130232', 'Q2484376']",115.0,1955-01-01,60020832,,,
Q1858039,movie,Svengali,"['Q130232', 'Q200092']",85.0,1931-01-01,60010959,,,
Q1861395,movie,Scarlet Diva,Q130232,91.0,2000-01-01,60025606,,,
Q1871821,movie,Le Jeu de la Mort,Q93204,93.0,2009-01-01,70154145,,,
Q1873703,movie,Lucky,"['Q157443', 'Q959790']",103.0,2011-01-01,70155803,,,
Q1878335,movie,The Amazing Transparent Man,"['Q471839', 'Q200092']",57.0,1960-01-01,70067060,,,
Q1887428,movie,The Curse of the Cat People,"['Q200092', 'Q157394', 'Q2143665']",70.0,1944-01-01,70038589,,,
Q1889123,movie,Trust,Q130232,106.0,2010-01-01,70136078,,,
Q1891297,tv_film,Manticore,"['Q188473', 'Q200092', 'Q471839', 'Q369747', 'Q1342372']",88.0,2005-01-01,70080243,,,
Q1894972,tv,Mystery Science Theater 3000,"['Q336059', 'Q1117103', 'Q761469', 'Q9335576']",,,"['80173925', '80128275']",,,
Q1897548,movie,Spring Subway,"['Q1054574', 'Q130232']",93.0,2002-01-01,70028616,,,
Q1905968,anime,Akira,"['Q471839', 'Q174526', 'Q1341051', 'Q20443008', 'Q188473', 'Q103925569']",124.0,1988-07-16,60021103,7deaERMwSFfl,,
Q1914469,movie,Mayerling,"['Q130232', 'Q1054574']",140.0,1968-01-01,70060445,,,
Q1918052,movie,Belle maman,"['Q157443', 'Q20442589']",102.0,1999-01-01,81031845,,,
Q1918945,movie,Time to Kill,Q130232,110.0,1990-01-01,60025639,,,
Q1924207,movie,Carpool,Q12912091,89.0,1996-01-01,60033576,,,
Q1930608,movie,Wing Commander,"['Q188473', 'Q471839', 'Q319221']",100.0,1999-01-01,18962475,,,
Q1930992,movie,Union Pacific,"['Q130232', 'Q172980']",135.0,1939-01-01,60011515,,,
Q1931340,movie,Luke and Lucy: The Texas Rangers,,80.0,2009-01-01,70157541,,,
Q1936143,movie,College Swing,"['Q860626', 'Q842256']",86.0,1938-01-01,60022191,,,
Q1943424,movie,Morphine,Q130232,107.0,2008-01-01,70126964,,,
Q1949713,tv_film,Tiger Cruise,"['Q1146335', 'Q130232', 'Q2143665']",,2004-08-06,,2GzITnJIxaRX,,
Q1952387,movie,John Dies at the End,"['Q224700', 'Q52162262', 'Q471839']",99.0,2012-01-01,70228191,,,
Q1961052,tv_film,Scooby-Doo! Pirates Ahoy!,"['Q224700', 'Q1200678', 'Q2096633', 'Q157443', 'Q186424', 'Q1361932', 'Q319221']",80.0,2006-01-01,70053069,,,
Q1961623,movie,The Adjuster,"['Q130232', 'Q20442589']",102.0,1991-01-01,60020241,,,
Q1961856,movie,Three of Hearts,"['Q860626', 'Q20442589']",,1993-01-01,60036524,,,
Q1961886,movie,Slumber Party Massacre III,"['Q200092', 'Q853630', 'Q1146335']",87.0,1990-01-01,60002022,,,
Q1962098,movie,Gay Purr-ee,"['Q842256', 'Q2143665']",85.0,1962-01-01,60027455,,,
Q1962193,movie,The Last Dragon,"['Q188473', 'Q1033891', 'Q130232']",109.0,1985-01-01,60020763,,,
Q1962521,movie,Bloodfist V: Human Target,"['Q188473', 'Q2484376', 'Q1033891']",83.0,1994-01-01,60020401,,,
Q1962691,movie,Far from Home: The Adventures of Yellow Dog,"['Q2143665', 'Q319221']",81.0,1995-01-01,60026517,67JyPObEhq7o,,
Q1962710,movie,Pentathlon,"['Q188473', 'Q2484376']",101.0,1994-01-01,70170898,,,
Q1962858,movie,Brenda Starr,"['Q319221', 'Q52162262']",93.0,1989-01-01,22046662,,,
Q1964153,movie,Namastey London,"['Q1054574', 'Q157443']",132.0,2007-01-01,70062158,,,
Q1966634,movie,Süskind,Q369747,118.0,2012-01-01,,KXKf1kFlbrSk,,
Q1968364,tv,Wilfred,Q21188110,22.0,,,,,e491b395-155c-430e-8db2-0ad96bfaeb3e
Q1971726,movie,Suspect,"['Q1200678', 'Q3072039', 'Q130232', 'Q959790', 'Q2484376']",117.0,1987-01-01,60020209,,,
Q1975616,tv,Unexpected,Q24925,44.0,2001-10-17,70177769,,,
Q1976506,movie,Pirates of the 20th Century,"['Q188473', 'Q2096633']",79.0,1979-01-01,60025142,,,
Q1978802,movie,The Naked Kiss,"['Q959790', 'Q2421031', 'Q130232']",90.0,1964-01-01,791040,,,
Q1985667,movie,The Grissom Gang,"['Q130232', 'Q959790']",128.0,1971-01-01,60002498,,,
Q1986665,movie,"Scheherazade, Tell Me a Story",Q130232,134.0,2009-01-01,70123296,,,
Q1988165,movie,On the Silver Globe,"['Q471839', 'Q130232', 'Q20443008', 'Q108084492']",166.0,1988-01-01,70076049,,,
Q1988473,movie,Machan,Q157443,108.0,2008-08-29,70108565,,,
Q1988727,movie,Air Bud: World Pup,"['Q157443', 'Q2143665', 'Q3076696']",83.0,2000-01-01,60002703,,,
Q1989142,movie,The Big Noise,"['Q157443', 'Q663106', 'Q188473', 'Q369747']",70.0,1944-01-01,70046719,,,
Q1989818,movie,Nightwatching,Q130232,134.0,2007-09-06,70081102,,,
Q1993454,tv,It's a Trap!,"['Q21192427', 'Q4765080']",,2011-05-22,70153581,,,
Q1993812,movie,Infinity,"['Q1054574', 'Q645928', 'Q52162262']",119.0,1996-01-01,627564,,,
Q1995296,movie,Vincere,"['Q645928', 'Q1054574', 'Q130232']",128.0,2009-01-01,70118770,,,
Q2000941,movie,Kiss of Death,"['Q959790', 'Q188473', 'Q130232']",97.0,1995-01-01,70000207,,,
Q2001073,tv,The F Word,Q1457145,,,,,,ad7ee72a-94c7-4df6-9579-be116b3a57f1
Q2001169,movie,Just Pals,"['Q226730', 'Q172980']",50.0,1920-10-21,70082769,,,
Q2001714,movie,Operation: Endgame,"['Q2678111', 'Q16950433', 'Q1200678', 'Q188473']",87.0,2010-11-05,70117588,,,
Q2002249,movie,Jean-Michel Basquiat: The Radiant Child,Q93204,88.0,2010-01-01,70129355,,,
Q2002328,movie,After Sex,"['Q860626', 'Q859369', 'Q20442589']",77.0,2007-09-26,70083128,,,
Q2003242,movie,Sherlock Holmes,"['Q959790', 'Q1200678', 'Q130232', 'Q226730']",,1922-01-01,70119478,,,
Q2004460,movie,Yanks,"['Q369747', 'Q1054574', 'Q130232']",138.0,1979-01-01,70004086,,,
Q2004529,movie,Penny Dreadful,Q853630,92.0,2006-01-01,70062242,,,
Q2004810,movie,The Barons,Q157443,111.0,2009-01-01,80188764,,,
Q2005324,movie,Dead Space: Aftermath,"['Q909586', 'Q471839', 'Q319221', 'Q3072049', 'Q157394', 'Q200092']",74.0,2011-01-01,70157531,,,
Q2009584,movie,LOC Kargil,Q369747,,2003-01-01,60036616,,,
Q2009982,movie,Born Yesterday,"['Q860626', 'Q859369', 'Q130232']",100.0,1993-01-01,60026327,,,
Q2010251,tv_film,Christmas Cottage,"['Q130232', 'Q28026639', 'Q645928']",96.0,2008-01-01,70077539,,,
Q2010678,movie,Manufactured Landscapes,Q93204,,2006-01-01,70059641,,,
Q2011263,movie,A Town Called Panic,Q157443,75.0,2009-05-21,70119207,,,
Q2013798,movie,Octaman,"['Q200092', 'Q1342372', 'Q471839']",76.0,1971-01-01,70147090,,,
Q2014770,tv,Power Rangers Turbo,"['Q275934', 'Q111997258', 'Q1080374', 'Q101720774', 'Q1339864']",,,70213074,,,
Q2016661,movie,Say It Isn't So,"['Q860626', 'Q2975633']",92.0,2001-01-01,60004535,7XxuFxeOAKJL,,
Q2018403,movie,Old Joy,Q130232,76.0,2006-01-01,70053866,,,
Q2020253,movie,Shootout at Lokhandwala,"['Q130232', 'Q188473']",121.0,2007-01-01,70073018,,,
Q2021294,movie,Shun Li and the Poet,Q130232,98.0,2011-01-01,70258229,,,
Q2028703,tv,Haeckel's Tale,Q16575965,,2005-01-01,70057254,,,
Q2030817,movie,All About the Benjamins,"['Q188473', 'Q4984974', 'Q157443']",95.0,2002-01-01,60022698,,,
Q2031385,movie,Hurricane Season,Q130232,,2010-01-01,70105597,,,
Q2032599,movie,Life with Father,"['Q157443', 'Q645928']",118.0,1947-01-01,699719,,,
Q2034516,movie,Population 436,"['Q200092', 'Q130232']",89.0,2006-01-01,70053037,,,
Q2034584,movie,The Wendell Baker Story,Q157443,99.0,2005-03-11,70058421,,,
Q2041362,movie,Otto – Der Außerfriesische,Q157443,92.0,1989-01-01,81293398,,,
Q2041939,movie,Asylum of the Damned,Q200092,90.0,2003-01-01,70003889,,,
Q2044809,movie,The Oh in Ohio,"['Q860626', 'Q130232']",88.0,2006-01-01,70051040,,,
Q2045673,movie,Saskatchewan,Q172980,84.0,1954-01-01,70134597,,,
Q2048579,movie,Cheaper by the Dozen,"['Q130232', 'Q157443', 'Q52162262']",86.0,1950-01-01,60033516,,,
Q2050839,movie,Pappa Ante Portas,Q157443,84.0,1991-01-01,80994846,,,
Q2053145,movie,I Cover the Waterfront,"['Q1054574', 'Q130232', 'Q52207399']",75.0,1933-01-01,70024005,,,
Q2053405,movie,The Fire Within,Q130232,108.0,1963-01-01,70095252,,,
Q2053673,movie,Crazy on the Outside,"['Q157443', 'Q959790']",96.0,2010-01-01,70130615,,,
Q2054284,movie,The Land That Time Forgot,"['Q471839', 'Q157394', 'Q52207399']",90.0,2009-01-01,70120604,,,
Q2057337,movie,The Winning Team,"['Q645928', 'Q130232']",98.0,1952-01-01,70051586,,,
Q2058578,movie,Step Across the Border,Q93204,90.0,1990-01-01,70026189,,,
Q2059540,movie,The River,Q20442589,115.0,1997-01-01,60026461,,,
Q2059996,movie,My Little Pony: The Movie,"['Q157394', 'Q2143665', 'Q842256']",87.0,1986-06-06,60004377,,,
Q2060027,movie,The Bachelor and the Bobby-Soxer,Q860626,97.0,1947-01-01,60037506,,,
Q2060231,movie,Just Buried,Q859369,94.0,2007-01-01,70108649,,,
Q2060606,movie,Because of Winn-Dixie,"['Q859369', 'Q52207399', 'Q130232']",106.0,2005-01-26,,wp22f95Oq0PJ,,
Q2061012,movie,The Waterdance,Q130232,106.0,1992-01-01,60021769,,,
Q2062974,movie,Stomp the Yard,"['Q1054574', 'Q842256', 'Q1146335', 'Q130232']",109.0,2007-01-08,70053461,,,
Q2064189,movie,Babes in Toyland,"['Q157443', 'Q663106', 'Q842256', 'Q28026639', 'Q157394']",75.0,1934-01-01,21837150,,,
Q2064519,movie,A Business Affair,Q860626,,1994-01-01,60025994,,,
Q2065014,movie,The Watermelon Woman,"['Q859369', 'Q20442589', 'Q130232', 'Q157443', 'Q1054574']",90.0,1996-01-01,60001040,,,
Q2067075,movie,One Missed Call: Final,Q200092,109.0,2006-01-01,70112677,,,
Q2067258,movie,Battle Beyond the Stars,"['Q188473', 'Q471839', 'Q319221']",104.0,1980-01-01,60003922,,,
Q2068751,anime,Star Blazers 2199,"['Q104536870', 'Q904447', 'Q103925569', 'Q468478']",,2012-04-04,80117264,,,
Q2070413,tv_film,Hercules in the Underworld,"['Q319221', 'Q157394']",87.0,1994-01-01,70166252,,,
Q2070866,movie,Beautiful Ohio,Q859369,91.0,2006-01-01,70068524,,,
Q2072055,movie,The Kid with a Bike,Q130232,83.0,2011-01-01,70189306,,,
Q2072741,tv_film,I Me Wed,Q860626,90.0,2007-01-01,70155654,,,
Q2072909,movie,L.A. Zombie,"['Q200092', 'Q2724311', 'Q185529', 'Q3072049', 'Q20442589']",103.0,2010-01-01,70154164,,,
Q2073341,movie,The Final,"['Q200092', 'Q1146335', 'Q2484376']",93.0,2010-01-01,70131024,,,
Q2075493,movie,Problem Child,Q157443,81.0,1990-01-01,70109398,,,
Q2079501,movie,Small Apartments,"['Q157443', 'Q959790', 'Q130232']",97.0,2012-01-01,70234429,,,
Q2079635,movie,Darling Companion,"['Q157443', 'Q130232']",103.0,2012-01-01,70228044,,,
Q2084054,movie,Seizure,Q200092,98.0,1974-01-01,70069668,,,
Q2084180,movie,Shock,Q185867,70.0,1946-01-01,70053211,,,
Q2088263,tv,How It's Made,Q7603925,,,,,,0593b338-c1a8-4224-a3ab-11826368b53b
Q2088441,movie,The Ghost Breakers,"['Q1747837', 'Q3072049']",85.0,1940-01-01,60022190,,,
Q2088522,movie,The Adventurers,"['Q319221', 'Q130232']",171.0,1969-01-01,70033469,,,
Q2089221,movie,Aisha,"['Q860626', 'Q52207399', 'Q157443']",130.0,2010-01-01,70149578,,,
Q2089554,movie,Girl in Gold Boots,"['Q130232', 'Q959790']",108.0,1968-01-01,70029880,,,
Q2090779,movie,How Stella Got Her Groove Back,"['Q5442753', 'Q130232', 'Q860626', 'Q52162262']",124.0,1998-08-03,,wL646m6trXgv,,
Q2090840,movie,Eye of the Tiger,"['Q188473', 'Q130232']",89.0,1986-01-01,70020334,,,
Q2095183,tv_film,Fingersmith,"['Q20442589', 'Q85133165', 'Q98526239']",,2005-03-27,70037316,,,
Q2104446,movie,One-Eyed Monster,"['Q224700', 'Q200092', 'Q471839']",84.0,2008-01-01,70117839,,,
Q2117963,movie,The Disappearance of Alice Creed,"['Q959790', 'Q2484376', 'Q20442589']",96.0,2009-01-01,70124658,,,
Q2121849,movie,The 7 Adventures of Sinbad,"['Q188473', 'Q319221', 'Q1941707']",93.0,2010-01-01,70135470,,,
Q2133240,movie,Snowtown,"['Q200092', 'Q959790', 'Q645928', 'Q2975633', 'Q20442589', 'Q130232']",120.0,2011-01-01,70230149,,,
Q2138520,movie,Code 37,Q2484376,96.0,2011-10-26,80080127,,,
Q2140150,movie,Ride the High Country,Q172980,94.0,1962-01-01,70043347,,,
Q2140534,movie,The Nameless,"['Q200092', 'Q109629396', 'Q2484376']",102.0,1999-01-01,70026316,,,
Q2142280,tv_film,Sometimes in April,Q130232,140.0,2005-01-01,70027545,,,
Q2142996,movie,Tampopo,Q157443,114.0,1985-01-01,1025140,,,
Q2151877,movie,Riding Giants,Q93204,104.0,2004-01-01,60034804,,,
Q2153191,movie,Girls Just Want to Have Fun,"['Q860626', 'Q842256', 'Q1146335']",87.0,1985-01-01,60004519,,,
Q2154858,movie,Get on the Bus,"['Q130232', 'Q20442589']",122.0,1996-01-01,60004107,,,
Q2155915,movie,Road House 2,"['Q188473', 'Q2484376']",86.0,2006-01-01,70050839,,,
Q2161956,movie,Flying Virus,"['Q200092', 'Q471839']",95.0,2001-01-01,60036443,,,
Q2164431,movie,"Truly, Madly, Deeply","['Q157394', 'Q130232', 'Q1054574']",106.0,1990-01-01,60021622,,,
Q2166226,tv_film,Alien Hunter,"['Q188473', 'Q471839']",88.0,2003-01-01,60031656,,,
Q2171533,movie,Rubber,"['Q224700', 'Q5778924', 'Q459290']",82.0,2010-01-01,70142800,,,
Q2175774,tv,Brotherhood,Q1366112,,,,,,6ed051cf-22d9-4a19-8d61-80289efcd639
Q2185596,movie,Hollywood or Bust,Q663106,95.0,1956-01-01,70078959,,,
Q2189358,movie,Thunderbolt!,Q1935609,44.0,1947-01-01,80119193,,,
Q2194964,movie,Firehouse Dog,"['Q2678111', 'Q1361932']",111.0,2007-01-01,70059971,,,
Q2209368,movie,Saawan... The Love Season,"['Q130232', 'Q1054574']",121.0,2006-04-07,70050459,,,
Q2213032,tv,Sleeping Dogs,Q24925,44.0,2002-01-30,70177778,,,
Q2229598,movie,Stormforce,Q188473,,2006-01-01,70113853,,,
Q2231608,movie,The New Daughter,"['Q200092', 'Q2484376', 'Q52162262', 'Q130232']",108.0,2009-01-01,70118797,,,
Q2244167,movie,Luster,"['Q20442589', 'Q1919632']",90.0,2002-01-01,60032567,,,
Q2247458,movie,Schneeweißchen und Rosenrot,Q2143665,67.0,1979-01-01,80080409,,,
Q2249473,movie,National Lampoon Presents Dorm Daze,"['Q1146335', 'Q860626', 'Q1200678', 'Q20442589']",96.0,2003-09-26,60031763,,,
Q2250323,movie,The Golden Coach,Q130232,94.0,1952-01-01,70001707,,,
Q2252534,movie,Raining Stones,"['Q130232', 'Q157443', 'Q95952108']",91.0,1993-01-01,889431,,,
Q2255525,movie,Election 2,Q188473,93.0,2006-01-01,70076064,,,
Q2264443,movie,The Servant,Q130232,114.0,1963-09-01,70004225,,,
Q2265844,movie,No Way Out,"['Q130232', 'Q185867']",106.0,1950-01-01,70044832,,,
Q2266061,movie,Fata Morgana,Q93204,79.0,1970-01-01,70034669,,,
Q2268296,movie,Clockers,"['Q959790', 'Q130232', 'Q2975633', 'Q52207399', 'Q5897543', 'Q1200678']",128.0,1995-01-01,383421,,,
Q2270457,movie,Prey,"['Q319221', 'Q2484376']",92.0,2007-01-01,70060369,,,
Q2271822,movie,Stuart Little 3: Call of the Wild,"['Q319221', 'Q1361932', 'Q157443']",72.0,2006-02-21,70045081,,,
Q2273713,movie,Trasgredire,"['Q599558', 'Q130232']",92.0,2000-01-01,70050055,,,
Q2275853,movie,Mauvais sang,"['Q130232', 'Q1054574', 'Q959790', 'Q108084492']",105.0,1986-11-26,60000622,,,
Q2278836,movie,Proteus,"['Q130232', 'Q586250', 'Q20442589']",100.0,2003-01-01,70018458,,,
Q2278950,tv_film,Queen Sized,"['Q1146335', 'Q130232']",87.0,2008-01-01,70099716,,,
Q2279734,anime,Cardcaptor Sakura Movie 2: The Sealed Card,"['Q157394', 'Q2143665', 'Q752321']",79.0,2000-07-15,60032854,,,
Q2280159,movie,Carandiru,"['Q586250', 'Q459290', 'Q130232', 'Q20442589', 'Q52162262']",147.0,2003-03-21,60033309,,,
Q2290351,movie,"Sister, Sister","['Q1200678', 'Q200092', 'Q130232']",86.0,1987-01-01,60004334,,,
Q2290517,movie,The Spirit of the Beehive,"['Q130232', 'Q157394']",98.0,1973-01-01,70053552,,,
Q2291957,movie,Love Field,"['Q130232', 'Q1054574']",102.0,1992-01-01,60003600,,,
Q2293588,tv_film,She's Too Young,Q1146335,,2004-01-01,70020526,,,
Q2294603,movie,High Hopes,Q157443,112.0,1988-01-01,70119261,,,
Q2296908,tv,Strike Back,Q343782,44.0,,,,,acd21020-aa15-44e4-a167-7948cbb26e81
Q2297540,movie,Otto; or Up with Dead People,"['Q185529', 'Q200092', 'Q3072049', 'Q20442589', 'Q130232', 'Q157443']",95.0,2008-01-01,70084257,,,
Q2301392,short_film,Hawaiian Holiday,,8.0,1937-01-01,,V7bFPKqKQpQJ,,
Q2301425,movie,À Nos Amours,Q130232,102.0,1983-11-16,70049178,,,
Q2302071,movie,Wild Things 2,"['Q959790', 'Q2439025', 'Q20442589', 'Q599558', 'Q130232']",95.0,2004-01-01,60036327,,,
Q2302213,movie,Summertime,"['Q130232', 'Q1054574']",100.0,1955-01-01,1012340,,,
Q2302935,tv_film,When Trumpets Fade,"['Q21010853', 'Q369747']",95.0,1998-01-01,17016451,,,
Q2303131,tv_film,Wish Upon a Star,Q2975633,86.0,1996-01-01,60020980,,,
Q2305094,movie,Raid on Entebbe,"['Q188473', 'Q2484376', 'Q622370', 'Q109733333', 'Q130232', 'Q17013749', 'Q369747']",150.0,1976-12-26,70031526,,,
Q2306995,movie,The Dukes of Hazzard,"['Q2678111', 'Q157443']",104.0,2005-07-27,70021652,,,
Q2313146,movie,Naked Blood,"['Q909586', 'Q1538137', 'Q1190502']",76.0,1995-01-01,70056562,,,
Q2313963,movie,Beginning of the End,"['Q471839', 'Q1342372']",76.0,1957-01-01,60026920,,,
Q2314508,movie,Trace of Stones,Q130232,139.0,1966-01-01,70079077,,,
Q2315036,movie,Mister Lonely,"['Q859369', 'Q130232']",112.0,2007-01-01,70087534,,,
Q2315821,short_film,An Occurrence at Owl Creek Bridge,Q9326077,28.0,1962-01-01,70021517,,,
Q2320247,movie,Doctor Strange: The Sorcerer Supreme,"['Q1535153', 'Q157394', 'Q188473']",76.0,2007-01-01,70072656,,,
Q2321552,movie,Shark Attack 3,"['Q200092', 'Q188473', 'Q319221', 'Q471839', 'Q2484376']",210.0,2002-01-01,60024833,,,
Q2325459,movie,S. Darko,"['Q1146335', 'Q2975633', 'Q200092', 'Q130232', 'Q959790', 'Q471839', 'Q1200678']",103.0,2009-01-01,70109878,,,
Q2327135,tv_film,Rocky Marciano,"['Q645928', 'Q895583']",99.0,1999-01-01,70019627,,,
Q2331487,movie,Save Me,"['Q130232', 'Q20442589', 'Q1054574']",96.0,2007-01-21,70066354,,,
Q2333710,movie,Jumping the Broom,"['Q860626', 'Q859369']",112.0,2011-05-06,70178639,,,
Q2334265,movie,Phobia 2,Q200092,95.0,2009-09-09,70142798,,,
Q2334601,movie,Blood Feast 2: All U Can Eat,Q200092,92.0,2002-01-01,60029437,,,
Q2335241,movie,The Decline of Western Civilization,Q93204,100.0,1981-07-01,70142871,,,
Q2335499,movie,Brother to Brother,"['Q130232', 'Q20442589']",94.0,2004-01-17,60034783,,,
Q2341062,movie,Casual Sex?,"['Q860626', 'Q599558']",97.0,1988-01-01,60026697,,,
Q2342429,movie,The Saragossa Manuscript,"['Q130232', 'Q52162262']",147.0,1965-01-01,60022746,,,
Q2343239,movie,The Virgin Queen,"['Q645928', 'Q130232']",92.0,1955-01-01,60011417,,,
Q2345399,movie,Critical Care,"['Q130232', 'Q157443']",102.0,1997-01-01,1181669,,,
Q2350744,movie,The Da Vinci Treasure,"['Q1200678', 'Q22981906']",82.0,2006-01-01,70061945,,,
Q2354576,movie,I Killed My Mother,"['Q130232', 'Q2975633', 'Q20442589', 'Q645928']",100.0,2009-01-01,70120808,,,
Q2362333,movie,Fat City,"['Q2421031', 'Q52162262', 'Q130232', 'Q895583']",96.0,1972-01-01,60010340,,,
Q2364033,movie,Cutting Class,"['Q853630', 'Q1146335', 'Q224700', 'Q2484376']",91.0,1989-01-01,70050300,,,
Q2364140,movie,Games,Q2484376,100.0,1967-01-01,70042314,,,
Q2364455,movie,Abbott and Costello in Hollywood,Q157443,85.0,1945-01-01,70056397,,,
Q2364856,movie,Six in Paris,"['Q157443', 'Q130232']",95.0,1965-01-01,70100253,,,
Q2365635,tv_film,Rubberface,Q7696995,55.0,1981-01-01,70059196,,,
Q2371355,tv,Batfink,,,1966-04-21,70071858,,,
Q2376981,movie,Blues Cop,Q2484376,,1986-01-01,81409498,,,
